row.ID,annotation.network.number,NPC.superclass,NPC.class,NPC.pathway,ClassyFire.superclass,ClassyFire.class,ClassyFire.subclass,ClassyFire.level.5
31330,NA,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31755,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
31794,921,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,NA
31825,921,Triterpenoids,"Lanostane, Tirucallane and Euphane triterpenoids",Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,NA
31864,922,Fatty esters,Wax diesters,Terpenoids,Benzenoids,Benzene and substituted derivatives,Phenoxy compounds,NA
31866,NA,Meroterpenoids,Prenyl quinone meroterpenoids,Polyketides,Benzenoids,Phenol ethers,NA,NA
31836,922,Sesquiterpenoids,Wax diesters,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
31898,927,Meroterpenoids,Isoquinoline alkaloids,Polyketides,Lipids and lipid-like molecules,NA,NA,NA
31852,NA,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,NA
31909,NA,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
31887,NA,Diterpenoids,Drimane sesquiterpenoids,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
32889,NA,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,N-phenylureas,NA
32020,935,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
31968,NA,Tryptophan alkaloids,Phenylalanine-derived alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
31974,930,Diterpenoids,Simple amide alkaloids,Polyketides,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,NA
32013,935,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
32031,NA,Anthranilic acid alkaloids,Quinazoline alkaloids,Alkaloids,Organohalogen compounds,Aryl halides,Aryl chlorides,NA
32063,NA,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
32070,NA,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32227,NA,Sphingolipids,Phosphosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Phosphosphingolipids,NA
32336,935,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols
32087,936,Polyols,Ansa macrolides,Polyketides,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
32110,936,Monoterpenoids,Iridoids monoterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,NA
32091,NA,Steroids,Linear peptides,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
32136,934,Diterpenoids,"Carotenoids (C40, ÃŽÂ²-ÃŽÂ²)",Terpenoids,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,NA
31291,NA,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
32805,NA,Fatty amides,Monoacylglycerols,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,Carboxylic acid amides
32237,935,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
32272,NA,Ornithine alkaloids,N-acyl amines,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32443,NA,Diterpenoids,Labdane diterpenoids,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,NA,NA
32349,NA,Anthranilic acid alkaloids,Quinoline alkaloids,Alkaloids,Organohalogen compounds,Aryl halides,Aryl chlorides,NA
32427,NA,Pseudoalkaloids,Piperidine alkaloids,Alkaloids,Organohalogen compounds,Aryl halides,Aryl chlorides,NA
31312,NA,Steroids,Tetracyclic diterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,NA
32371,942,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
33193,942,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
32961,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
32407,942,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
30904,942,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
32430,NA,Linear polyketides,Nitro fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
33027,NA,Small peptides,Unsaturated fatty acids,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33492,NA,Diterpenoids,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32942,NA,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
32839,NA,Fatty esters,Wax monoesters,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32565,952,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Benzenoids,Benzene and substituted derivatives,NA,NA
32623,948,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
32595,NA,Eicosanoids,Prostaglandins,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Amino fatty acids
32665,NA,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32646,948,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
33098,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
32823,NA,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,NA
32651,NA,Fatty acyls,Fatty alcohols,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols
32893,NA,Triterpenoids,Cycloartane triterpenoids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,Steroidal glycosides,Steroidal saponins
32842,NA,Triterpenoids,Oleanane triterpenoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
33128,NA,Fatty amides,Cholane steroids,Fatty acids,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",NA
33242,NA,Fatty Acids and Conjugates,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32330,NA,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Benzenoids,NA,NA,NA
33215,NA,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
33072,NA,Triterpenoids,Cholestane steroids,Terpenoids,Lipids and lipid-like molecules,Steroids and steroid derivatives,NA,NA
32624,NA,Fatty amides,Ceramides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33173,NA,Ornithine alkaloids,Polyamines,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32940,NA,Fatty amides,Primary amides,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
33033,NA,Phenolic acids (C6-C1),Simple phenolic acids,Shikimates and Phenylpropanoids,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters
32998,NA,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33115,NA,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
33127,NA,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32997,955,Glycerolipids,Diacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,Diacylglycerols
33370,NA,Oligopeptides,Lipopeptides,Amino acids and Peptides,Organic acids and derivatives,Peptidomimetics,Depsipeptides,NA
33097,NA,Coumarins,Purine nucleos(t)ides,Carbohydrates,Organoheterocyclic compounds,Azoles,Imidazoles,Substituted imidazoles
33114,NA,Fatty esters,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA
33139,956,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
33165,957,Monoterpenoids,Macrolide lactones,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
33237,NA,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
33191,958,Fatty esters,Wax monoesters,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
32932,NA,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,Neutral glycosphingolipids
33169,957,Sesquiterpenoids,Macrolide lactones,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
33207,NA,Steroids,Cholane steroids,Terpenoids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA
33345,NA,Nicotinic acid alkaloids,Colensane and Clerodane diterpenoids,Alkaloids,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Aminopyrimidines and derivatives
32361,NA,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33322,NA,Sphingolipids,Sphingoid bases,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,NA
33324,NA,Lysine alkaloids,Piperidine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33320,962,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
33318,959,Linear polyketides,N-acyl amines,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33306,NA,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,NA
33340,NA,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33964,962,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
33110,NA,Small peptides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
33372,962,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
33332,962,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
33636,NA,Fatty amides,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33504,NA,Oligopeptides,Cyclic peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
33384,NA,Octadecanoids,Other Octadecanoids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
33400,NA,Fatty amides,N-acyl amines,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33431,NA,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides
33453,NA,Nicotinic acid alkaloids,Pyridine alkaloids,Alkaloids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33418,NA,Fatty esters,Monocyclic guanidine alkaloids,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds
33557,NA,Guanidine alkaloids,N-acyl amines,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33487,NA,Sphingolipids,Ceramides,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Ceramides,Long-chain ceramides
33533,NA,Fatty esters,Aminoglycosides,Fatty acids,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,Purine ribonucleoside monophosphates
33552,NA,Oligopeptides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33547,966,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
33564,966,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
33545,966,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoacylglycerols
33890,NA,Fatty esters,Wax monoesters,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA
33683,NA,Linear polyketides,Open-chain polyketides,Terpenoids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33664,NA,Fatty amides,Open-chain polyketides,Fatty acids,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33724,NA,Sphingolipids,Neutral glycosphingolipids,Fatty acids,Lipids and lipid-like molecules,Sphingolipids,Glycosphingolipids,NA
33535,NA,Triterpenoids,Acyclic triterpenoids,Terpenoids,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,NA
33787,NA,Linear polyketides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33422,NA,Macrolides,Tripeptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
33923,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules,NA,NA,NA
33776,NA,Glycerolipids,Monoacylglycerols,Fatty acids,Organic oxygen compounds,Organooxygen compounds,Ethers,Dialkyl ethers
33853,NA,Fatty amides,N-acyl amines,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
34669,NA,Linear polyketides,Open-chain polyketides,Polyketides,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines
34409,NA,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty acids,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids
33848,NA,Macrolides,Open-chain polyketides,Polyketides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives
34275,NA,Oligopeptides,Linear peptides,Amino acids and Peptides,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides
